,Reference area,Measure,Unit of measure,Domain,TIME_PERIOD,OBS_VALUE,Observation status
4223,Luxembourg,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2019,83.3333333333,Normal value
4224,Luxembourg,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2018,83.3333333333,Normal value
4225,Luxembourg,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2017,83.3333333333,Normal value
4226,Luxembourg,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2013,69.6666666667,Normal value
4227,Luxembourg,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2012,69.6666666667,Normal value
4228,Luxembourg,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2011,69.6666666667,Normal value
4229,Luxembourg,Self-reported depression,Percentage of population aged 15 years or over,Health,2019,8.3,Normal value
4230,Luxembourg,Self-reported depression,Percentage of population aged 15 years or over,Health,2014,8.3,Normal value
4231,Luxembourg,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2023,87.0,Normal value
4232,Luxembourg,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2022,89.0,Normal value
4233,Luxembourg,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2016,72.0,Normal value
4234,Luxembourg,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2015,72.0,Normal value
4235,Luxembourg,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2014,72.0,Normal value
4236,Luxembourg,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2010,75.5,Normal value
4237,Luxembourg,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2008,75.5,Normal value
4238,Luxembourg,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2024,8.5,Normal value
4239,Luxembourg,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2023,6.1,Normal value
4240,Luxembourg,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2019,10.5,Normal value
4241,Luxembourg,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2018,12.8,Normal value
4242,Luxembourg,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2017,12.6,Normal value
4243,Luxembourg,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2015,12.4,Normal value
4244,Luxembourg,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2014,11.9,Normal value
4245,Luxembourg,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2013,13.4,Normal value
4246,Luxembourg,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2012,10.2,Normal value
4247,Luxembourg,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2011,9.3,Normal value
4248,Luxembourg,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2010,8.3,Normal value
4249,Luxembourg,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2009,7.6,Normal value
4250,Luxembourg,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2008,7.3,Normal value
4251,Luxembourg,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2007,6.6,Normal value
4252,Luxembourg,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2006,5.5,Normal value
4253,Luxembourg,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2005,6.3,Normal value
4254,Luxembourg,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2004,6.7,Normal value
4255,Luxembourg,Feeling lonely,Percentage of population aged 16 years or over,Social connections,2022,4.8505876493,Normal value
4256,Luxembourg,Feeling lonely,Percentage of population aged 16 years or over,Social connections,2018,4.9478242718,Normal value
4257,Luxembourg,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2023,81.0330379677,Normal value
4258,Luxembourg,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2022,81.1334502705,Normal value
4259,Luxembourg,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2021,80.8291213148,Normal value
4260,Luxembourg,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2020,81.2263540008,Normal value
4261,Luxembourg,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2019,80.0192587735,Normal value
4262,Luxembourg,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2018,79.204405079,Normal value
4263,Luxembourg,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2017,78.8208993751,Normal value
4264,Luxembourg,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2016,78.377825186,Normal value
4265,Luxembourg,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2015,78.4550634998,Normal value
4266,Luxembourg,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2014,78.331443932,Normal value
4267,Luxembourg,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2013,78.5799924631,Normal value
4268,Luxembourg,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2012,77.9839448529,Normal value
4269,Luxembourg,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2011,77.8502548823,Normal value
4270,Luxembourg,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2010,77.7706417076,Normal value
4271,Luxembourg,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2009,77.8824813414,Normal value
4272,Luxembourg,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2008,77.4535807746,Normal value
4273,Luxembourg,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2022,5.8,Time series break
4274,Luxembourg,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2021,10.0,Time series break
4275,Luxembourg,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2020,12.4,Time series break
4276,Luxembourg,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2016,12.4,Time series break
4277,Luxembourg,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4278,Luxembourg,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4279,Luxembourg,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4280,Luxembourg,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4281,Luxembourg,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4282,Luxembourg,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4283,Luxembourg,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4284,Luxembourg,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4285,Luxembourg,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4286,Luxembourg,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4287,Luxembourg,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4288,Luxembourg,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4289,Luxembourg,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4290,Luxembourg,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4291,Luxembourg,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4292,Luxembourg,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4293,Luxembourg,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4294,Luxembourg,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4295,Luxembourg,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4296,Luxembourg,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4297,Luxembourg,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4298,Luxembourg,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4299,Luxembourg,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4300,Luxembourg,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4301,Luxembourg,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4302,Luxembourg,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4303,Luxembourg,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4304,Luxembourg,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4305,Luxembourg,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4306,Luxembourg,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4307,Luxembourg,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4308,Luxembourg,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4309,Luxembourg,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4310,Luxembourg,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4311,Luxembourg,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4312,Luxembourg,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4313,Luxembourg,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4314,Luxembourg,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4315,Luxembourg,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4316,Luxembourg,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4317,Luxembourg,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4318,Luxembourg,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2024,77.331,Normal value
4319,Luxembourg,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2008,71.513,Normal value
